timestep,reward,progress_reward,posture_reward,energy_penalty,terminal_reward,x_position,angle,y_position,velocity_x,velocity_y
16,-0.09866711497306824,0.018443743387858074,-0.052915364503860474,-0.0641955,0,4.737999439239502,0.3939149081707001,5.911013603210449,0.21680445969104767,-0.019206631928682327
17,-0.09109866619110107,0.017431259155273438,-0.04208788275718689,-0.06644204,0,4.7420220375061035,0.40233248472213745,5.9055633544921875,0.19997036457061768,-0.2613268494606018
18,-0.08794700354337692,0.01752630869547526,-0.04235684871673584,-0.06311646,0,4.746066570281982,0.4108038544654846,5.895378112792969,0.20424355566501617,-0.5054202079772949
19,-0.08541745692491531,0.018253644307454426,-0.04271000623703003,-0.060961094,0,4.750278949737549,0.4193458557128906,5.880225658416748,0.20894815027713776,-0.748551070690155
20,-0.07295974344015121,0.01840655008951823,-0.04319682717323303,-0.048169464,0,4.754526615142822,0.42798522114753723,5.860353946685791,0.21446648240089417,-0.9906452894210815
21,-0.06244872510433197,0.02535136540730794,-0.04049822688102722,-0.047301862,0,4.760376930236816,0.4360848665237427,5.837635517120361,0.29175978899002075,-1.1263970136642456
22,-0.0638878121972084,0.023807843526204426,-0.0323997437953949,-0.055295914,0,4.765871047973633,0.44256481528282166,5.81053352355957,0.2760850787162781,-1.3508487939834595
23,-0.05509862303733826,0.021051406860351562,-0.012560486793518066,-0.06358954,0,4.770729064941406,0.44507691264152527,5.779664039611816,0.23994366824626923,-1.5371451377868652
24,-0.00031905248761177063,0.012722174326578775,0.04792124032974243,-0.06096247,0,4.773664951324463,0.4354926645755768,5.746491432189941,0.13450869917869568,-1.6450098752975464
25,0.011260166764259338,0.013065179189046225,0.05112782120704651,-0.052932836,0,4.776679992675781,0.4252671003341675,5.708942413330078,0.13801096379756927,-1.863569736480713
26,0.0015232115983963013,0.008666038513183594,0.04952937364578247,-0.0566722,0,4.778679847717285,0.415361225605011,5.670135021209717,0.10057789832353592,-1.951454997062683
27,-0.0059093087911605835,0.009831428527832031,0.04638671875,-0.062127456,0,4.780948638916016,0.406083881855011,5.627023220062256,0.10998932272195816,-2.1441123485565186
28,-0.018865030258893967,0.010825316111246744,0.037118494510650635,-0.06680884,0,4.783446788787842,0.39866018295288086,5.5803751945495605,0.1236552819609642,-2.3221359252929688
29,-0.036307573318481445,0.012063026428222656,0.022291094064712524,-0.070661694,0,4.786230564117432,0.39420196413993835,5.53057336807251,0.14072108268737793,-2.4816412925720215
30,-0.05240592360496521,0.013304869333902994,0.004767626523971558,-0.07047842,0,4.789300918579102,0.39324843883514404,5.477807521820068,0.1575385481119156,-2.631798028945923
31,-0.024804510176181793,0.06977462768554688,-0.03288000822067261,-0.06169913,0,4.805402755737305,0.39982444047927856,5.442332744598389,0.8121533989906311,-1.7928135395050049
32,-0.0687422901391983,0.12095053990681966,-0.13222172856330872,-0.057471104,0,4.833314418792725,0.4262687861919403,5.417718410491943,1.4127815961837769,-1.2517200708389282
33,0.07399637997150421,0.11200348536173503,0.006668716669082642,-0.04467582,0,4.859161376953125,0.4249350428581238,5.3921732902526855,1.2935961484909058,-1.2764191627502441
34,0.1237921342253685,0.126982053120931,0.0481414794921875,-0.051331393,0,4.88846492767334,0.4153067469596863,5.369943618774414,1.4584827423095703,-1.103338599205017
35,0.17951881885528564,0.14382648468017578,0.08392706513404846,-0.04823474,0,4.921655654907227,0.3985213339328766,5.351107597351074,1.648101806640625,-0.9273657202720642
36,0.23180894553661346,0.16304302215576172,0.12191653251647949,-0.05315061,0,4.959280967712402,0.3741380274295807,5.335615158081055,1.8656407594680786,-0.7533494234085083
37,0.28896793723106384,0.18429899215698242,0.163382887840271,-0.058713946,0,5.001811504364014,0.3414614498615265,5.323297500610352,2.10691499710083,-0.5864077806472778
38,0.3561271131038666,0.20572026570638022,0.208350270986557,-0.057943422,0,5.049285411834717,0.2997913956642151,5.313785552978516,2.3493826389312744,-0.43601396679878235
39,0.41128039360046387,0.22076702117919922,0.24931199848651886,-0.05879861,0,5.100231647491455,0.24992899596691132,5.30605411529541,2.521350145339966,-0.3370281159877777
40,0.45834630727767944,0.22457520167032877,0.269538015127182,-0.035766896,0,5.152056694030762,0.19602139294147491,5.296004772186279,2.566406726837158,-0.4471539855003357
41,0.4737456440925598,0.22179810206095377,0.2800622582435608,-0.02811475,0,5.203240871429443,0.14000894129276276,5.282171726226807,2.5366032123565674,-0.6329137086868286
42,0.41351717710494995,0.2229283650716146,0.21617107093334198,-0.025582239,0,5.254685878753662,0.09677472710609436,5.268601894378662,2.554946184158325,-0.6329993009567261
43,0.2979111671447754,0.22848049799601236,0.12547075748443604,-0.05604008,0,5.307412147521973,0.07168057560920715,5.251778602600098,2.627617835998535,-0.8086678385734558
44,0.23140862584114075,0.21132818857828775,0.08453814312815666,-0.064457715,0,5.356180191040039,0.05477294698357582,5.24098014831543,2.4437522888183594,-0.5137580633163452
45,0.20759478211402893,0.20703442891438803,0.04090644419193268,-0.040346082,0,5.403957366943359,0.046591658145189285,5.232353687286377,2.389056444168091,-0.4216541349887848
46,0.1776861995458603,0.20328203837076822,0.01527315005660057,-0.040868986,0,5.450868606567383,0.04353702813386917,5.2263898849487305,2.344954252243042,-0.2949141561985016
47,0.16239303350448608,0.20073843002319336,0.00037029385566711426,-0.03871569,0,5.497192859649658,0.04346296936273575,5.223008155822754,2.3164193630218506,-0.16881045699119568
48,0.14343664050102234,0.19877545038859049,-0.025311000645160675,-0.0300278,0,5.543064117431641,0.04852516949176788,5.220395088195801,2.2960901260375977,-0.13496488332748413
49,0.14090652763843536,0.1976761817932129,-0.03662465140223503,-0.020145005,0,5.588681697845459,0.05585009977221489,5.216723918914795,2.285275459289551,-0.18935389816761017
50,0.1654149889945984,0.19675254821777344,-0.02365611493587494,-0.0076814396,0,5.6340861320495605,0.06058132275938988,5.20979118347168,2.2760119438171387,-0.3479643762111664
51,0.16806155443191528,0.17023579279581705,0.016725044697523117,-0.018899275,0,5.673371315002441,0.057236313819885254,5.216728210449219,1.9665402173995972,0.35242384672164917
52,0.18418653309345245,0.1617267926534017,0.04558136686682701,-0.023121621,0,5.710692882537842,0.04812004044651985,5.2279863357543945,1.872275948524475,0.5751750469207764
53,0.2053978145122528,0.15924517313639322,0.06560938432812691,-0.019456752,0,5.74744176864624,0.03499816358089447,5.237154483795166,1.833012580871582,0.4724040925502777
54,0.20334678888320923,0.15736897786458334,0.06463496014475822,-0.018657153,0,5.78375768661499,0.022071171551942825,5.244410037994385,1.8116592168807983,0.3760282099246979
55,0.176820769906044,0.15590604146321616,0.04721790552139282,-0.026303174,0,5.819736003875732,0.01262759044766426,5.250810146331787,1.7958652973175049,0.3297213912010193
56,0.15940862894058228,0.1545567512512207,0.03141529392451048,-0.026563425,0,5.855402946472168,0.006344531662762165,5.256664276123047,1.7812904119491577,0.29941365122795105
57,0.08642220497131348,0.15446996688842773,-0.02459069713950157,-0.043457065,0,5.891049861907959,0.01126267109066248,5.262108325958252,1.7858161926269531,0.270681768655777
58,0.07094119489192963,0.15454435348510742,-0.03606314305216074,-0.047540013,0,5.926713943481445,0.018475299701094627,5.270137310028076,1.786328911781311,0.39664310216903687
59,0.03681934252381325,0.15524069468180338,-0.069113215431571,-0.04930814,0,5.962538719177246,0.03229794278740883,5.281616687774658,1.7959483861923218,0.5623153448104858
60,0.035252708941698074,0.1557469367980957,-0.0693054310977459,-0.051188793,0,5.998480319976807,0.04615902900695801,5.297387599945068,1.8013371229171753,0.7764402627944946
61,0.0655420646071434,0.15444103876749674,-0.052912887185811996,-0.03598609,0,6.034120559692383,0.05674160644412041,5.3155975341796875,1.7859103679656982,0.9026766419410706
62,0.06910459697246552,0.14444430669148764,-0.033943671733140945,-0.041396033,0,6.067453861236572,0.0635303407907486,5.332885265350342,1.6712791919708252,0.8631097078323364
63,0.057477403432130814,0.15395132700602213,-0.053513310849666595,-0.04296061,0,6.102981090545654,0.07423300296068192,5.345607757568359,1.782715916633606,0.6307312846183777
64,0.03749570995569229,0.14841572443644205,-0.0693872943520546,-0.041532718,0,6.13723087310791,0.08811046183109283,5.362030029296875,1.7189308404922485,0.8117774128913879
65,0.04126596450805664,0.1552572250366211,-0.07062286138534546,-0.0433684,0,6.173059463500977,0.10223503410816193,5.375800609588623,1.7989683151245117,0.6798912286758423
66,0.06672489643096924,0.14397525787353516,-0.040811970829963684,-0.036438387,0,6.206284523010254,0.11039742827415466,5.391444206237793,1.6668329238891602,0.7799649238586426
67,0.07477229088544846,0.1458431879679362,-0.016650259494781494,-0.054420643,0,6.239940643310547,0.11372748017311096,5.398637294769287,1.6868735551834106,0.3621310889720917
68,0.15496954321861267,0.13275527954101562,0.07699623703956604,-0.05478198,0,6.270576477050781,0.09832823276519775,5.401637554168701,1.5382227897644043,0.1700267195701599
69,0.14417460560798645,0.12942234675089517,0.08911479264497757,-0.07436253,0,6.300443172454834,0.08050527423620224,5.402069091796875,1.4882292747497559,0.04637463018298149
70,0.18016855418682098,0.12631670633951822,0.09184002876281738,-0.037988182,0,6.329593181610107,0.06213726848363876,5.398705959320068,1.4542077779769897,-0.15032091736793518
71,0.17348144948482513,0.13089561462402344,0.09119892492890358,-0.048613083,0,6.359799861907959,0.04389748349785805,5.390832901000977,1.5018621683120728,-0.37400564551353455
72,0.19321586191654205,0.13189776738484701,0.09836222045123577,-0.037044127,0,6.390237808227539,0.024225039407610893,5.3789544105529785,1.5124797821044922,-0.5725765824317932
73,0.20534849166870117,0.13286479314168295,0.10062216315418482,-0.028138451,0,6.420898914337158,0.00410060677677393,5.362903118133545,1.5238025188446045,-0.780680775642395
74,0.053064439445734024,0.13385248184204102,-0.058794147334992886,-0.021993894,0,6.451787948608398,-0.015859436243772507,5.342569828033447,1.535691499710083,-0.9948651194572449
75,0.1093154028058052,0.14561382929484049,-0.009817061945796013,-0.026481366,0,6.485391139984131,-0.01782284863293171,5.321075916290283,1.6791167259216309,-1.0719995498657227
76,0.16924989223480225,0.15322605768839517,0.057390364818274975,-0.041366525,0,6.520750999450684,-0.006344775669276714,5.297501564025879,1.7705971002578735,-1.1884506940841675
77,0.13651391863822937,0.15286858876546225,0.03149394871797995,-0.047848612,0,6.556028366088867,-4.5985925680724904e-05,5.273094177246094,1.7623544931411743,-1.2236791849136353
78,0.11674755811691284,0.15050268173217773,-0.0006470477273978759,-0.03310807,0,6.590759754180908,-0.00017539547116030008,5.246067523956299,1.730193853378296,-1.3470820188522339
79,0.023443520069122314,0.14671723047892252,-0.05296418697980698,-0.07030952,0,6.624617576599121,-0.010768232867121696,5.222139835357666,1.6942557096481323,-1.1678545475006104
80,0.0016402211040258408,0.12984800338745117,-0.10664320550858974,-0.021564577,0,6.654582500457764,-0.032096873968839645,5.222583770751953,1.502358317375183,-0.013486628420650959
81,0.053657252341508865,0.1302798589070638,-0.03454912453889847,-0.042073485,0,6.684647083282471,-0.03900669887661934,5.230050086975098,1.5059874057769775,0.3565008342266083
82,0.11952240765094757,0.13350534439086914,0.01860756427049637,-0.032590494,0,6.715456008911133,-0.035285186022520065,5.236371040344238,1.5427519083023071,0.3139182925224304
83,0.1444239318370819,0.13735071818033853,0.057402849197387695,-0.050329648,0,6.747152328491211,-0.023804616183042526,5.247856616973877,1.5881834030151367,0.56434166431427
84,0.19849829375743866,0.13810078303019205,0.09180120192468166,-0.031403687,0,6.779021739959717,-0.0054443757981061935,5.260644435882568,1.6002004146575928,0.624867856502533
85,0.10543400794267654,0.12646961212158203,0.010063587687909603,-0.031099191,0,6.808207035064697,-0.003431658260524273,5.268290042877197,1.4626723527908325,0.3851321041584015
86,-0.007514555007219315,0.11985540390014648,-0.07762949448078871,-0.049740463,0,6.8358659744262695,-0.018957557156682014,5.27089786529541,1.3785027265548706,0.1508728712797165
87,0.01987253502011299,0.12446117401123047,-0.061766644939780235,-0.042821992,0,6.864587783813477,-0.03131088614463806,5.268152236938477,1.4318921566009521,-0.1183420792222023
88,0.07001233100891113,0.12734158833821616,-0.03454061225056648,-0.022788646,0,6.893974304199219,-0.03821900859475136,5.260217666625977,1.4668070077896118,-0.38316139578819275
89,0.1876925826072693,0.1419048309326172,0.06870332174003124,-0.022915572,0,6.926721572875977,-0.02447834424674511,5.249390602111816,1.650613784790039,-0.5424094796180725
90,0.1738598793745041,0.14135313034057617,0.060802740044891834,-0.028295998,0,6.959341526031494,-0.012317796237766743,5.234621524810791,1.6453022956848145,-0.7470262050628662
91,0.06640119850635529,0.13292264938354492,-0.043282569386065006,-0.023238882,0,6.990015983581543,-0.020974310114979744,5.220857620239258,1.5635584592819214,-0.710250198841095
92,0.10259921848773956,0.138883908589681,0.00276331789791584,-0.039048005,0,7.022066116333008,-0.020421646535396576,5.20698881149292,1.5990949869155884,-0.6915891170501709
93,0.1394958645105362,0.137693723042806,0.056716958060860634,-0.05491482,0,7.053841590881348,-0.00907825492322445,5.196953296661377,1.59285569190979,-0.4907960295677185
94,0.08064961433410645,0.12226676940917969,-0.004714890383183956,-0.036902264,0,7.082056999206543,-0.01002123299986124,5.202214241027832,1.4207113981246948,0.21271051466464996
95,0.06709340959787369,0.11637989679972331,-0.03483892884105444,-0.014447557,0,7.108913898468018,-0.01698901876807213,5.209737300872803,1.3450114727020264,0.3676222562789917
96,0.08402518182992935,0.11537981033325195,-0.02370823174715042,-0.0076464,0,7.135540008544922,-0.021730665117502213,5.215878486633301,1.3311752080917358,0.3060968518257141
97,0.0896264910697937,0.11403465270996094,-0.017079012468457222,-0.0073291496,0,7.161855697631836,-0.025146467611193657,5.220712184906006,1.3153806924819946,0.24223925173282623
98,0.07867580652236938,0.1109331448872884,-0.02527199685573578,-0.0069853417,0,7.187455654144287,-0.030200866982340813,5.2247419357299805,1.2792526483535767,0.2047826647758484
99,0.1219889298081398,0.12079763412475586,0.04082805477082729,-0.039636753,0,7.21533203125,-0.022035256028175354,5.229761600494385,1.3961387872695923,0.24350030720233917
100,0.10585324466228485,0.11450576782226562,0.006318101659417152,-0.014970619,0,7.241756439208984,-0.020771635696291924,5.233063220977783,1.3215622901916504,0.1640246957540512
101,0.09814684838056564,0.11864662170410156,0.032274434342980385,-0.052774213,0,7.269136428833008,-0.014316748827695847,5.239742755889893,1.370506763458252,0.32777753472328186
102,0.14993716776371002,0.12302096684773763,0.06801752664614469,-0.04110132,0,7.297525882720947,-0.0007132434984669089,5.248081207275391,1.4229893684387207,0.40382838249206543
103,0.04183470830321312,0.12129974365234375,-0.05670005746651441,-0.022764977,0,7.3255181312561035,0.01205325499176979,5.255091190338135,1.404599666595459,0.3402104377746582
104,0.09252336621284485,0.1075299580891927,0.02161083510145545,-0.036617428,0,7.350332736968994,0.007731087971478701,5.257028102874756,1.2435106039047241,0.1078491359949112
105,0.009798821061849594,0.10170300801595052,-0.030105921905487776,-0.061798263,0,7.373802661895752,-0.013752272352576256,5.253711700439453,1.1680086851119995,-0.13800637423992157
106,-0.014184705913066864,0.12244860331217448,-0.09114773012697697,-0.04548558,0,7.402060031890869,-0.03198181837797165,5.247668266296387,1.4072033166885376,-0.2783620059490204
107,0.022095084190368652,0.14508899052937826,-0.0908409059047699,-0.032153,0,7.435542106628418,-0.05014999955892563,5.242061614990234,1.6710572242736816,-0.25398197770118713
108,0.13131026923656464,0.15418275197347006,-0.006836205720901489,-0.016036272,0,7.471122741699219,-0.051517240703105927,5.235187530517578,1.7872158288955688,-0.3316499888896942
109,0.17598015069961548,0.1561870574951172,0.06110064685344696,-0.041307557,0,7.507165908813477,-0.039297111332416534,5.2274580001831055,1.8070749044418335,-0.39398759603500366
110,0.10893301665782928,0.1463597615559896,0.03170302137732506,-0.069129765,0,7.54094123840332,-0.03295650705695152,5.22812032699585,1.702186107635498,0.038713015615940094
111,0.15308326482772827,0.14660358428955078,0.05111020989716053,-0.04463052,0,7.574772834777832,-0.022734465077519417,5.232848167419434,1.6964242458343506,0.2286122590303421
112,0.20175185799598694,0.14383061726888022,0.0872555491514504,-0.02933431,0,7.607964515686035,-0.005283355247229338,5.238459587097168,1.6679695844650269,0.2679259777069092
113,0.12481261789798737,0.13401571909586588,0.022361513692885637,-0.031564612,0,7.638891220092773,0.0008110525086522102,5.238441467285156,1.5562424659729004,0.005600273609161377
114,0.03948264196515083,0.12740151087443033,-0.037961723282933235,-0.049957145,0,7.6682915687561035,-0.008403397165238857,5.232895851135254,1.4697741270065308,-0.2605235278606415
115,0.11183912307024002,0.16618172327677408,-0.01165902242064476,-0.04268358,0,7.70664119720459,-0.01073520164936781,5.223644733428955,1.9169577360153198,-0.45222482085227966
116,0.16013485193252563,0.16611146926879883,0.027738700155168772,-0.033715323,0,7.744974613189697,-0.005187461618334055,5.216758728027344,1.9628846645355225,-0.42628759145736694
117,0.14214245975017548,0.1704713503519694,0.0016625365242362022,-0.029991433,0,7.784314155578613,0.0048549543134868145,5.205472469329834,1.973850965499878,-0.5697497129440308
118,0.067774698138237,0.16193135579427084,-0.05026124184951186,-0.04389542,0,7.821682929992676,0.014907202683389187,5.19549036026001,1.8870861530303955,-0.5120658278465271
119,0.07185714691877365,0.16052420934041342,-0.020071412436664104,-0.068595655,0,7.858726978302002,0.018921485170722008,5.190670490264893,1.8530521392822266,-0.21147474646568298
120,0.1475665271282196,0.14776897430419922,0.03892313223332167,-0.039125577,0,7.89282751083374,0.011136858724057674,5.19786262512207,1.7136849164962769,0.3336823880672455
121,0.15476395189762115,0.14177672068277994,0.027014543302357197,-0.014027316,0,7.9255452156066895,-0.005733950063586235,5.205985069274902,1.6338746547698975,0.41550588607788086
122,0.06215371936559677,0.1427189509073893,-0.05353785119950771,-0.027027383,0,7.958480358123779,-0.016441520303487778,5.213618278503418,1.6438565254211426,0.3927035331726074
123,0.10072144865989685,0.1439050038655599,-0.01720382831990719,-0.02597973,0,7.991689205169678,-0.019882285967469215,5.2205071449279785,1.6592411994934082,0.34820595383644104
124,0.13294489681720734,0.14439884821573892,0.006821891292929649,-0.018275844,0,8.025012016296387,-0.018517907708883286,5.226476192474365,1.6662013530731201,0.2973945140838623
125,0.13749243319034576,0.14637629191080728,0.038936943747103214,-0.047820803,0,8.058791160583496,-0.010730518959462643,5.236992359161377,1.6911007165908813,0.5189511775970459
126,0.14813882112503052,0.14783922831217447,0.02776416949927807,-0.027464578,0,8.092907905578613,0.005177685059607029,5.248263359069824,1.7108662128448486,0.5494121313095093
127,0.10454212129116058,0.13289578755696616,0.014566835016012192,-0.042920496,0,8.123576164245605,0.0022643180564045906,5.253587245941162,1.5355626344680786,0.274352103471756
128,0.05216926708817482,0.12699445088704428,-0.03876169677823782,-0.03606349,0,8.15288257598877,-0.010016657412052155,5.253945827484131,1.464051604270935,0.03787644952535629
129,0.031395360827445984,0.1359415054321289,-0.06233870051801205,-0.042207442,0,8.184253692626953,-0.022484397515654564,5.248506546020508,1.5635186433792114,-0.25445976853370667
130,0.10655394196510315,0.14760780334472656,-0.012117428705096245,-0.02893643,0,8.218317031860352,-0.024907883256673813,5.238775253295898,1.704289197921753,-0.4766830801963806
131,0.17583289742469788,0.15374056498209634,0.05309670232236385,-0.031004366,0,8.253795623779297,-0.014288542792201042,5.228017330169678,1.7706636190414429,-0.5732236504554749
132,0.17916376888751984,0.14796320597330728,0.07120958527593757,-0.04000902,0,8.287940979003906,4.6625737013528123e-05,5.218498706817627,1.7114452123641968,-0.486096054315567
133,0.029028210788965225,0.14480177561442056,-0.057002711091627134,-0.058770854,0,8.321356773376465,0.011447167955338955,5.213746547698975,1.672357201576233,-0.2260935753583908
134,0.06776353716850281,0.14316113789876303,-0.0423779571428895,-0.033019643,0,8.35439395904541,0.019922759383916855,5.2082085609436035,1.6576625108718872,-0.2807650864124298
135,0.13388393819332123,0.14547952016194662,0.02829530742019415,-0.03989088,0,8.38796615600586,0.014263697899878025,5.199418544769287,1.686328411102295,-0.43995431065559387
136,0.1428234726190567,0.14035924275716147,0.03172105643898249,-0.02925682,0,8.420356750488281,-0.007919486612081528,5.1885294914245605,1.6210623979568481,-0.5492406487464905
137,0.05256737768650055,0.13130474090576172,-0.029022302478551865,-0.049715057,0,8.450657844543457,-0.0137239471077919,5.194080829620361,1.5416392087936401,0.21572215855121613
138,0.060372769832611084,0.12479591369628906,-0.02123662270605564,-0.043186523,0,8.479456901550293,-0.01797127164900303,5.204472541809082,1.467223882675171,0.45728427171707153
139,0.10400919616222382,0.1263869603474935,-0.015471605584025383,-0.0069061583,0,8.508623123168945,-0.021065592765808105,5.211606979370117,1.463220477104187,0.33508989214897156
140,0.13874977827072144,0.12996991475423178,0.049829836934804916,-0.041049972,0,8.538616180419922,-0.011099625378847122,5.221214294433594,1.5021698474884033,0.4703304171562195
141,0.12250276654958725,0.13301563262939453,0.01988989533856511,-0.03040276,0,8.56931209564209,0.0071216463111341,5.231321334838867,1.539778232574463,0.48796436190605164
142,0.05711396411061287,0.1258993148803711,-0.0455094245262444,-0.023275923,0,8.598365783691406,0.01622353121638298,5.236763000488281,1.4569127559661865,0.2632284164428711
143,0.08472080528736115,0.12620099385579428,-0.017067184671759605,-0.024413005,0,8.62748908996582,0.0196369681507349,5.238535404205322,1.4577486515045166,0.0858595073223114
144,0.09269259870052338,0.1298211415608724,-0.0037528015673160553,-0.03337574,0,8.657447814941406,0.020387528464198112,5.241954326629639,1.4985735416412354,0.1705571860074997
145,0.03700999170541763,0.1383218765258789,-0.04441096447408199,-0.05690092,0,8.68936824798584,0.02926972135901451,5.247830867767334,1.6019697189331055,0.289069801568985
146,0.016644641757011414,0.13237508138020834,-0.06067616865038872,-0.05505427,0,8.719916343688965,0.041404955089092255,5.258761882781982,1.5460083484649658,0.5355246067047119
147,0.09843325614929199,0.12335364023844402,-0.00034091994166374207,-0.02457947,0,8.748382568359375,0.041473139077425,5.264688014984131,1.4268845319747925,0.3011322021484375
148,0.1526055634021759,0.11852677663167317,0.0883851945400238,-0.054306403,0,8.775734901428223,0.023796100169420242,5.26531982421875,1.364554762840271,0.05735258385539055
149,0.15922921895980835,0.11347262064615886,0.08324736263602972,-0.037490766,0,8.801920890808105,0.007146627642214298,5.260732173919678,1.303589105606079,-0.2083451896905899
150,0.07214474678039551,0.126982053120931,-0.011548548936843872,-0.043288756,0,8.83122444152832,-0.009456337429583073,5.251694679260254,1.4597222805023193,-0.4297717213630676
151,0.020459823310375214,0.13268915812174478,-0.08563946466892958,-0.02658987,0,8.861845016479492,-0.026584230363368988,5.239101409912109,1.5282461643218994,-0.6046793460845947
152,0.15698426961898804,0.1439174016316732,0.03049156628549099,-0.017424703,0,8.89505672454834,-0.02048591710627079,5.226726055145264,1.6434547901153564,-0.6868963837623596
153,0.054077137261629105,0.13146177927652994,-0.04686147905886173,-0.030523162,0,8.925394058227539,-0.029858212918043137,5.214778423309326,1.5513123273849487,-0.6292346119880676
154,0.0950692892074585,0.13285032908121744,0.022432077676057816,-0.060213115,0,8.95605182647705,-0.025371797382831573,5.206700801849365,1.5293495655059814,-0.39015287160873413
155,0.10930448770523071,0.1304616928100586,0.02196132205426693,-0.043118525,0,8.98615837097168,-0.020979532971978188,5.201779365539551,1.5105845928192139,-0.24638216197490692
156,0.08434970676898956,0.11922105153401692,0.0019699055701494217,-0.036841247,0,9.013670921325684,-0.020585551857948303,5.2081804275512695,1.3776346445083618,0.31012216210365295
157,0.10331238806247711,0.11419995625813802,0.00798819586634636,-0.018875761,0,9.040024757385254,-0.01898791268467903,5.216700077056885,1.3172940015792847,0.42442774772644043
158,0.1024126261472702,0.11217912038167317,0.005292072892189026,-0.015058566,0,9.065912246704102,-0.017929498106241226,5.223919868469238,1.294012188911438,0.35972487926483154
159,0.0887901559472084,0.10910447438557942,-0.0055845919996500015,-0.014729725,0,9.091090202331543,-0.019046416506171227,5.22986364364624,1.2581260204315186,0.29792773723602295
160,0.06382834166288376,0.1043561299641927,-0.02612423151731491,-0.014403559,0,9.115172386169434,-0.02427126280963421,5.23481559753418,1.2029876708984375,0.25321081280708313
161,0.11932598799467087,0.11079470316569011,0.03427684307098389,-0.025745565,0,9.140740394592285,-0.01741589419543743,5.240767002105713,1.279985785484314,0.2909562289714813
162,0.1536818891763687,0.11600589752197266,0.07605184451676905,-0.03837586,0,9.167510986328125,-0.002205525292083621,5.24729585647583,1.342565655708313,0.3116108775138855
163,0.009301707148551941,0.11604722340901692,-0.06804806762374938,-0.038697448,0,9.194291114807129,0.015815138816833496,5.254706859588623,1.3441721200942993,0.3531649112701416
164,0.03388281166553497,0.11482397715250652,-0.05538164637982845,-0.02555952,0,9.220788955688477,0.026891468092799187,5.257693290710449,1.3292322158813477,0.13991037011146545
165,0.09932137280702591,0.10615380605061848,0.0564541295170784,-0.063286565,0,9.245285987854004,0.015600642189383507,5.256695747375488,1.229088306427002,-0.0660121738910675
166,0.11820317059755325,0.11498514811197917,0.02176353707909584,-0.018545516,0,9.271821022033691,0.011247934773564339,5.251452445983887,1.3285866975784302,-0.25430262088775635
167,0.10140783339738846,0.11547279357910156,0.007672375068068504,-0.021737337,0,9.298468589782715,0.009713459759950638,5.245988845825195,1.3316632509231567,-0.27061647176742554
